detected_language,label,is_unsafe,payload_length,num_special_chars,url_depth,lang_match,precision_m1,recall_m1,fpr_m1,fnr_m1
8,1,1,90,0,5,1,1.0,1.0,0.0,0.0
10,1,1,25,0,5,0,1.0,1.0,0.0,0.0
5,1,1,260,0,5,1,1.0,1.0,0.0,0.0
5,1,1,447,0,5,1,1.0,1.0,0.0,0.0
4,1,1,57,0,5,1,1.0,1.0,0.0,0.0
10,1,1,50,0,5,0,1.0,1.0,0.0,0.0
4,1,1,303,0,5,1,1.0,1.0,0.0,0.0
4,1,1,90,0,5,1,1.0,1.0,0.0,0.0
10,1,1,91,0,5,0,1.0,1.0,0.0,0.0
5,1,1,256,0,5,1,1.0,1.0,0.0,0.0
10,1,1,92,0,5,0,1.0,1.0,0.0,0.0
5,1,1,412,0,5,1,1.0,1.0,0.0,0.0
10,1,1,236,0,5,0,1.0,1.0,0.0,0.0
4,1,1,205,0,5,1,1.0,1.0,0.0,0.0
8,1,1,93,0,5,1,1.0,1.0,0.0,0.0
10,1,1,71,0,5,0,1.0,1.0,0.0,0.0
5,1,1,262,0,5,1,1.0,1.0,0.0,0.0
4,1,1,213,0,5,1,1.0,1.0,0.0,0.0
10,1,1,38,0,5,0,1.0,1.0,0.0,0.0
5,1,1,79,0,5,1,1.0,1.0,0.0,0.0
4,1,1,567,0,5,1,1.0,1.0,0.0,0.0
5,1,1,257,0,5,1,1.0,1.0,0.0,0.0
10,1,1,65,0,5,0,1.0,1.0,0.0,0.0
10,1,1,54,0,5,0,1.0,1.0,0.0,0.0
8,1,1,95,0,5,1,1.0,1.0,0.0,0.0
10,1,1,77,0,5,0,1.0,1.0,0.0,0.0
10,1,1,59,0,5,0,1.0,1.0,0.0,0.0
10,1,1,82,0,5,0,1.0,1.0,0.0,0.0
10,1,1,96,0,5,0,1.0,1.0,0.0,0.0
5,1,1,82,0,5,1,1.0,1.0,0.0,0.0
5,1,1,283,0,5,1,1.0,1.0,0.0,0.0
4,1,1,65,0,5,1,1.0,1.0,0.0,0.0
4,1,1,568,0,5,1,1.0,1.0,0.0,0.0
5,1,1,77,0,5,1,1.0,1.0,0.0,0.0
10,1,1,95,0,5,0,1.0,1.0,0.0,0.0
10,1,1,88,0,5,0,1.0,1.0,0.0,0.0
5,1,1,282,0,5,1,1.0,1.0,0.0,0.0
10,1,1,83,0,5,0,1.0,1.0,0.0,0.0
5,1,1,272,0,5,1,1.0,1.0,0.0,0.0
5,1,1,274,0,5,1,1.0,1.0,0.0,0.0
4,1,1,597,0,5,1,1.0,1.0,0.0,0.0
4,1,1,799,0,5,1,1.0,1.0,0.0,0.0
4,1,1,573,0,5,1,1.0,1.0,0.0,0.0
5,1,1,826,0,5,1,1.0,1.0,0.0,0.0
4,1,1,174,0,5,1,1.0,1.0,0.0,0.0
4,1,1,236,0,5,1,1.0,1.0,0.0,0.0
4,1,1,835,0,5,1,1.0,1.0,0.0,0.0
4,1,1,626,0,5,1,1.0,1.0,0.0,0.0
6,1,1,69,0,5,0,1.0,1.0,0.0,0.0
4,1,1,819,0,5,1,1.0,1.0,0.0,0.0
4,1,1,784,0,5,1,1.0,1.0,0.0,0.0
4,1,1,824,0,5,1,1.0,1.0,0.0,0.0
4,1,1,593,0,5,1,1.0,1.0,0.0,0.0
4,1,1,631,0,5,1,1.0,1.0,0.0,0.0
10,1,1,70,0,5,0,1.0,1.0,0.0,0.0
4,1,1,628,0,5,1,1.0,1.0,0.0,0.0
4,1,1,138,0,5,1,1.0,1.0,0.0,0.0
4,1,1,815,0,5,1,1.0,1.0,0.0,0.0
4,1,1,621,0,5,1,1.0,1.0,0.0,0.0
4,1,1,794,0,5,1,1.0,1.0,0.0,0.0
5,1,1,794,0,5,1,1.0,1.0,0.0,0.0
4,1,1,243,0,5,1,1.0,1.0,0.0,0.0
4,1,1,777,0,5,1,1.0,1.0,0.0,0.0
4,1,1,242,0,5,1,1.0,1.0,0.0,0.0
4,1,1,638,0,5,1,1.0,1.0,0.0,0.0
4,1,1,581,0,5,1,1.0,1.0,0.0,0.0
4,1,1,601,0,5,1,1.0,1.0,0.0,0.0
4,1,1,636,0,5,1,1.0,1.0,0.0,0.0
4,1,1,822,0,5,1,1.0,1.0,0.0,0.0
4,1,1,616,0,5,1,1.0,1.0,0.0,0.0
4,1,1,131,0,5,1,1.0,1.0,0.0,0.0
4,1,1,241,0,5,1,1.0,1.0,0.0,0.0
4,1,1,836,0,5,1,1.0,1.0,0.0,0.0
4,1,1,802,0,5,1,1.0,1.0,0.0,0.0
5,1,1,820,0,5,1,1.0,1.0,0.0,0.0
4,1,1,173,0,5,1,1.0,1.0,0.0,0.0
4,1,1,615,0,5,1,1.0,1.0,0.0,0.0
4,1,1,602,0,5,1,1.0,1.0,0.0,0.0
4,1,1,635,0,5,1,1.0,1.0,0.0,0.0
4,1,1,134,0,5,1,1.0,1.0,0.0,0.0
4,1,1,625,0,5,1,1.0,1.0,0.0,0.0
5,1,1,779,0,5,1,1.0,1.0,0.0,0.0
5,1,1,623,0,5,1,1.0,1.0,0.0,0.0
5,1,1,819,0,5,1,1.0,1.0,0.0,0.0
4,1,1,620,0,5,1,1.0,1.0,0.0,0.0
4,1,1,622,0,5,1,1.0,1.0,0.0,0.0
4,1,1,398,0,5,1,1.0,1.0,0.0,0.0
5,1,1,56,0,5,1,1.0,1.0,0.0,0.0
5,1,1,261,0,5,1,1.0,1.0,0.0,0.0
5,1,1,306,0,5,1,1.0,1.0,0.0,0.0
4,1,1,51,0,5,1,1.0,1.0,0.0,0.0
10,1,1,69,0,5,0,1.0,1.0,0.0,0.0
5,1,1,179,0,5,1,1.0,1.0,0.0,0.0
10,1,1,99,0,5,0,1.0,1.0,0.0,0.0
5,1,1,269,0,5,1,1.0,1.0,0.0,0.0
5,1,1,410,0,5,1,1.0,1.0,0.0,0.0
5,1,1,437,0,5,1,1.0,1.0,0.0,0.0
7,1,1,123,0,5,0,1.0,1.0,0.0,0.0
10,1,1,51,0,5,0,1.0,1.0,0.0,0.0
4,1,1,260,0,5,1,1.0,1.0,0.0,0.0
5,1,1,83,0,5,1,1.0,1.0,0.0,0.0
4,1,1,238,0,5,1,1.0,1.0,0.0,0.0
5,1,1,89,0,5,1,1.0,1.0,0.0,0.0
4,1,1,232,0,5,1,1.0,1.0,0.0,0.0
4,1,1,270,0,5,1,1.0,1.0,0.0,0.0
4,1,1,199,0,5,1,1.0,1.0,0.0,0.0
5,1,1,403,0,5,1,1.0,1.0,0.0,0.0
5,1,1,217,0,5,1,1.0,1.0,0.0,0.0
5,1,1,258,0,5,1,1.0,1.0,0.0,0.0
4,1,1,118,0,5,1,1.0,1.0,0.0,0.0
5,1,1,404,0,5,1,1.0,1.0,0.0,0.0
4,1,1,295,0,5,1,1.0,1.0,0.0,0.0
4,1,1,227,0,5,1,1.0,1.0,0.0,0.0
5,1,1,81,0,5,1,1.0,1.0,0.0,0.0
5,1,1,26,0,5,1,1.0,1.0,0.0,0.0
5,1,1,268,0,5,1,1.0,1.0,0.0,0.0
5,1,1,302,0,5,1,1.0,1.0,0.0,0.0
5,1,1,187,0,5,1,1.0,1.0,0.0,0.0
10,1,1,26,0,5,0,1.0,1.0,0.0,0.0
5,1,1,226,0,5,1,1.0,1.0,0.0,0.0
5,1,1,421,0,5,1,1.0,1.0,0.0,0.0
10,1,1,78,0,5,0,1.0,1.0,0.0,0.0
5,1,1,203,0,5,1,1.0,1.0,0.0,0.0
10,1,1,52,0,5,0,1.0,1.0,0.0,0.0
5,1,1,70,0,5,1,1.0,1.0,0.0,0.0
4,1,1,296,0,5,1,1.0,1.0,0.0,0.0
10,1,1,308,0,5,0,1.0,1.0,0.0,0.0
5,1,1,391,0,5,1,1.0,1.0,0.0,0.0
5,1,1,99,0,5,1,1.0,1.0,0.0,0.0
10,1,1,104,0,5,0,1.0,1.0,0.0,0.0
5,1,1,297,0,5,1,1.0,1.0,0.0,0.0
5,1,1,74,0,5,1,1.0,1.0,0.0,0.0
4,1,1,31,0,5,1,1.0,1.0,0.0,0.0
5,1,1,264,0,5,1,1.0,1.0,0.0,0.0
4,1,1,429,0,5,1,1.0,1.0,0.0,0.0
5,1,1,225,0,5,1,1.0,1.0,0.0,0.0
5,1,1,228,0,5,1,1.0,1.0,0.0,0.0
5,1,1,399,0,5,1,1.0,1.0,0.0,0.0
4,1,1,239,0,5,1,1.0,1.0,0.0,0.0
5,1,1,221,0,5,1,1.0,1.0,0.0,0.0
5,1,1,80,0,5,1,1.0,1.0,0.0,0.0
4,1,1,237,0,5,1,1.0,1.0,0.0,0.0
4,1,1,225,0,5,1,1.0,1.0,0.0,0.0
5,1,1,76,0,5,1,1.0,1.0,0.0,0.0
4,1,1,204,0,5,1,1.0,1.0,0.0,0.0
5,1,1,267,0,5,1,1.0,1.0,0.0,0.0
4,1,1,234,0,5,1,1.0,1.0,0.0,0.0
5,1,1,266,0,5,1,1.0,1.0,0.0,0.0
5,1,1,253,0,5,1,1.0,1.0,0.0,0.0
5,1,1,428,0,5,1,1.0,1.0,0.0,0.0
5,1,1,218,0,5,1,1.0,1.0,0.0,0.0
10,1,1,129,0,5,0,1.0,1.0,0.0,0.0
4,1,1,340,0,5,1,1.0,1.0,0.0,0.0
4,1,1,275,0,5,1,1.0,1.0,0.0,0.0
5,1,1,31,0,5,1,1.0,1.0,0.0,0.0
10,1,1,277,0,5,0,1.0,1.0,0.0,0.0
10,1,1,307,0,5,0,1.0,1.0,0.0,0.0
5,1,1,346,0,5,1,1.0,1.0,0.0,0.0
5,1,1,75,0,5,1,1.0,1.0,0.0,0.0
5,1,1,411,0,5,1,1.0,1.0,0.0,0.0
5,1,1,222,0,5,1,1.0,1.0,0.0,0.0
5,1,1,250,0,5,1,1.0,1.0,0.0,0.0
4,1,1,85,0,5,1,1.0,1.0,0.0,0.0
10,1,1,79,0,5,0,1.0,1.0,0.0,0.0
7,1,1,140,0,5,0,1.0,1.0,0.0,0.0
4,1,1,389,0,5,1,1.0,1.0,0.0,0.0
5,1,1,113,0,5,1,1.0,1.0,0.0,0.0
7,1,1,131,0,5,0,1.0,1.0,0.0,0.0
5,1,1,87,0,5,1,1.0,1.0,0.0,0.0
4,1,1,208,0,5,1,1.0,1.0,0.0,0.0
10,1,1,319,0,5,0,1.0,1.0,0.0,0.0
7,1,1,104,0,5,0,1.0,1.0,0.0,0.0
5,1,1,286,0,5,1,1.0,1.0,0.0,0.0
4,1,1,88,0,5,1,1.0,1.0,0.0,0.0
10,1,1,87,0,5,0,1.0,1.0,0.0,0.0
5,1,1,235,0,5,1,1.0,1.0,0.0,0.0
5,1,1,414,0,5,1,1.0,1.0,0.0,0.0
4,1,1,313,0,5,1,1.0,1.0,0.0,0.0
5,1,1,263,0,5,1,1.0,1.0,0.0,0.0
4,1,1,309,0,5,1,1.0,1.0,0.0,0.0
5,1,1,438,0,5,1,1.0,1.0,0.0,0.0
4,1,1,133,0,5,1,1.0,1.0,0.0,0.0
4,1,1,79,0,5,1,1.0,1.0,0.0,0.0
4,1,1,222,0,5,1,1.0,1.0,0.0,0.0
4,1,1,314,0,5,1,1.0,1.0,0.0,0.0
7,1,1,137,0,5,0,1.0,1.0,0.0,0.0
5,1,1,328,0,5,1,1.0,1.0,0.0,0.0
5,1,1,78,0,5,1,1.0,1.0,0.0,0.0
4,1,1,230,0,5,1,1.0,1.0,0.0,0.0
10,1,1,116,0,5,0,1.0,1.0,0.0,0.0
5,1,1,423,0,5,1,1.0,1.0,0.0,0.0
10,1,1,401,0,5,0,1.0,1.0,0.0,0.0
5,1,1,443,0,5,1,1.0,1.0,0.0,0.0
4,1,1,247,0,5,1,1.0,1.0,0.0,0.0
5,1,1,441,0,5,1,1.0,1.0,0.0,0.0
4,1,1,327,0,5,1,1.0,1.0,0.0,0.0
5,1,1,416,0,5,1,1.0,1.0,0.0,0.0
5,1,1,289,0,5,1,1.0,1.0,0.0,0.0
4,1,1,233,0,5,1,1.0,1.0,0.0,0.0
4,1,1,385,0,5,1,1.0,1.0,0.0,0.0
5,1,1,230,0,5,1,1.0,1.0,0.0,0.0
5,1,1,60,0,5,1,1.0,1.0,0.0,0.0
10,1,1,86,0,5,0,1.0,1.0,0.0,0.0
5,1,1,58,0,5,1,1.0,1.0,0.0,0.0
4,1,1,281,0,5,1,1.0,1.0,0.0,0.0
10,1,1,39,0,5,0,1.0,1.0,0.0,0.0
10,1,1,292,0,5,0,1.0,1.0,0.0,0.0
10,1,1,283,0,5,0,1.0,1.0,0.0,0.0
5,1,1,88,0,5,1,1.0,1.0,0.0,0.0
5,1,1,86,0,5,1,1.0,1.0,0.0,0.0
5,1,1,84,0,5,1,1.0,1.0,0.0,0.0
4,1,1,265,0,5,1,1.0,1.0,0.0,0.0
10,1,1,80,0,5,0,1.0,1.0,0.0,0.0
10,1,1,265,0,5,0,1.0,1.0,0.0,0.0
4,1,1,39,0,5,1,1.0,1.0,0.0,0.0
4,1,1,96,0,5,1,1.0,1.0,0.0,0.0
5,1,1,276,0,5,1,1.0,1.0,0.0,0.0
5,1,1,365,0,5,1,1.0,1.0,0.0,0.0
4,1,1,60,0,5,1,1.0,1.0,0.0,0.0
4,1,1,97,0,5,1,1.0,1.0,0.0,0.0
5,1,1,340,0,5,1,1.0,1.0,0.0,0.0
5,1,1,47,0,5,1,1.0,1.0,0.0,0.0
10,1,1,57,0,5,0,1.0,1.0,0.0,0.0
4,1,1,49,0,5,1,1.0,1.0,0.0,0.0
10,1,1,111,0,5,0,1.0,1.0,0.0,0.0
5,1,1,155,0,5,1,1.0,1.0,0.0,0.0
10,1,1,44,0,5,0,1.0,1.0,0.0,0.0
10,1,1,67,0,5,0,1.0,1.0,0.0,0.0
4,1,1,112,0,5,1,1.0,1.0,0.0,0.0
5,1,1,109,0,5,1,1.0,1.0,0.0,0.0
4,1,1,154,0,5,1,1.0,1.0,0.0,0.0
5,1,1,145,0,5,1,1.0,1.0,0.0,0.0
4,1,1,106,0,5,1,1.0,1.0,0.0,0.0
10,1,1,73,0,5,0,1.0,1.0,0.0,0.0
10,1,1,48,0,5,0,1.0,1.0,0.0,0.0
4,1,1,104,0,5,1,1.0,1.0,0.0,0.0
5,1,1,67,0,5,1,1.0,1.0,0.0,0.0
4,1,1,50,0,5,1,1.0,1.0,0.0,0.0
10,1,1,58,0,5,0,1.0,1.0,0.0,0.0
10,1,1,45,0,5,0,1.0,1.0,0.0,0.0
10,1,1,68,0,5,0,1.0,1.0,0.0,0.0
5,1,1,103,0,5,1,1.0,1.0,0.0,0.0
5,1,1,104,0,5,1,1.0,1.0,0.0,0.0
5,1,1,290,0,5,1,1.0,1.0,0.0,0.0
4,1,1,135,0,5,1,1.0,1.0,0.0,0.0
5,1,1,287,0,5,1,1.0,1.0,0.0,0.0
4,1,1,292,0,5,1,1.0,1.0,0.0,0.0
5,1,1,108,0,5,1,1.0,1.0,0.0,0.0
5,1,1,57,0,5,1,1.0,1.0,0.0,0.0
5,1,1,338,0,5,1,1.0,1.0,0.0,0.0
5,1,1,112,0,5,1,1.0,1.0,0.0,0.0
4,1,1,100,0,5,1,1.0,1.0,0.0,0.0
10,1,1,100,0,5,0,1.0,1.0,0.0,0.0
5,1,1,307,0,5,1,1.0,1.0,0.0,0.0
10,1,1,310,0,5,0,1.0,1.0,0.0,0.0
10,1,1,43,0,5,0,1.0,1.0,0.0,0.0
5,1,1,96,0,5,1,1.0,1.0,0.0,0.0
10,1,1,47,0,5,0,1.0,1.0,0.0,0.0
5,1,1,93,0,5,1,1.0,1.0,0.0,0.0
5,1,1,300,0,5,1,1.0,1.0,0.0,0.0
4,1,1,113,0,5,1,1.0,1.0,0.0,0.0
5,1,1,277,0,5,1,1.0,1.0,0.0,0.0
10,1,1,42,0,5,0,1.0,1.0,0.0,0.0
4,1,1,289,0,5,1,1.0,1.0,0.0,0.0
5,1,1,94,0,5,1,1.0,1.0,0.0,0.0
5,1,1,53,0,5,1,1.0,1.0,0.0,0.0
5,1,1,326,0,5,1,1.0,1.0,0.0,0.0
5,1,1,298,0,5,1,1.0,1.0,0.0,0.0
5,1,1,101,0,5,1,1.0,1.0,0.0,0.0
4,1,1,288,0,5,1,1.0,1.0,0.0,0.0
4,1,1,277,0,5,1,1.0,1.0,0.0,0.0
5,1,1,296,0,5,1,1.0,1.0,0.0,0.0
5,1,1,318,0,5,1,1.0,1.0,0.0,0.0
5,1,1,339,0,5,1,1.0,1.0,0.0,0.0
4,1,1,99,0,5,1,1.0,1.0,0.0,0.0
4,1,1,145,0,5,1,1.0,1.0,0.0,0.0
5,1,1,115,0,5,1,1.0,1.0,0.0,0.0
5,1,1,273,0,5,1,1.0,1.0,0.0,0.0
4,1,1,290,0,5,1,1.0,1.0,0.0,0.0
5,1,1,148,0,5,1,1.0,1.0,0.0,0.0
10,1,1,143,0,5,0,1.0,1.0,0.0,0.0
5,1,1,343,0,5,1,1.0,1.0,0.0,0.0
5,1,1,73,0,5,1,1.0,1.0,0.0,0.0
4,1,1,103,0,5,1,1.0,1.0,0.0,0.0
5,1,1,317,0,5,1,1.0,1.0,0.0,0.0
5,1,1,117,0,5,1,1.0,1.0,0.0,0.0
4,1,1,285,0,5,1,1.0,1.0,0.0,0.0
5,1,1,116,0,5,1,1.0,1.0,0.0,0.0
5,1,1,146,0,5,1,1.0,1.0,0.0,0.0
10,1,1,101,0,5,0,1.0,1.0,0.0,0.0
4,1,1,63,0,5,1,1.0,1.0,0.0,0.0
4,1,1,310,0,5,1,1.0,1.0,0.0,0.0
4,1,1,84,0,5,1,1.0,1.0,0.0,0.0
5,1,1,52,0,5,1,1.0,1.0,0.0,0.0
4,1,1,361,0,5,1,1.0,1.0,0.0,0.0
5,1,1,97,0,5,1,1.0,1.0,0.0,0.0
4,1,1,119,0,5,1,1.0,1.0,0.0,0.0
4,1,1,109,0,5,1,1.0,1.0,0.0,0.0
10,1,1,102,0,5,0,1.0,1.0,0.0,0.0
4,1,1,152,0,5,1,1.0,1.0,0.0,0.0
4,1,1,117,0,5,1,1.0,1.0,0.0,0.0
4,1,1,59,0,5,1,1.0,1.0,0.0,0.0
4,1,1,264,0,5,1,1.0,1.0,0.0,0.0
5,1,1,329,0,5,1,1.0,1.0,0.0,0.0
10,1,1,115,0,5,0,1.0,1.0,0.0,0.0
5,1,1,305,0,5,1,1.0,1.0,0.0,0.0
4,1,1,108,0,5,1,1.0,1.0,0.0,0.0
5,1,1,291,0,5,1,1.0,1.0,0.0,0.0
5,1,1,44,0,5,1,1.0,1.0,0.0,0.0
0,1,1,99,0,5,0,1.0,1.0,0.0,0.0
9,1,1,56,0,5,0,1.0,1.0,0.0,0.0
5,1,1,369,0,5,1,1.0,1.0,0.0,0.0
5,1,1,332,0,5,1,1.0,1.0,0.0,0.0
4,1,1,302,0,5,1,1.0,1.0,0.0,0.0
4,1,1,269,0,5,1,1.0,1.0,0.0,0.0
10,1,1,74,0,5,0,1.0,1.0,0.0,0.0
10,1,1,124,0,5,0,1.0,1.0,0.0,0.0
4,1,1,311,0,5,1,1.0,1.0,0.0,0.0
10,1,1,40,0,5,0,1.0,1.0,0.0,0.0
5,1,1,147,0,5,1,1.0,1.0,0.0,0.0
4,1,1,87,0,5,1,1.0,1.0,0.0,0.0
10,1,1,72,0,5,0,1.0,1.0,0.0,0.0
4,1,1,304,0,5,1,1.0,1.0,0.0,0.0
5,1,1,90,0,5,1,1.0,1.0,0.0,0.0
5,1,1,95,0,5,1,1.0,1.0,0.0,0.0
10,1,1,37,0,5,0,1.0,1.0,0.0,0.0
10,1,1,334,0,5,0,1.0,1.0,0.0,0.0
10,1,1,151,0,5,0,1.0,1.0,0.0,0.0
4,1,1,284,0,5,1,1.0,1.0,0.0,0.0
10,1,1,298,0,5,0,1.0,1.0,0.0,0.0
10,1,1,138,0,5,0,1.0,1.0,0.0,0.0
4,1,1,276,0,5,1,1.0,1.0,0.0,0.0
4,1,1,299,0,5,1,1.0,1.0,0.0,0.0
5,1,1,352,0,5,1,1.0,1.0,0.0,0.0
5,1,1,229,0,5,1,1.0,1.0,0.0,0.0
10,1,1,158,0,5,0,1.0,1.0,0.0,0.0
5,1,1,92,0,5,1,1.0,1.0,0.0,0.0
5,1,1,288,0,5,1,1.0,1.0,0.0,0.0
10,1,1,294,0,5,0,1.0,1.0,0.0,0.0
4,1,1,128,0,5,1,1.0,1.0,0.0,0.0
5,1,1,100,0,5,1,1.0,1.0,0.0,0.0
4,1,1,320,0,5,1,1.0,1.0,0.0,0.0
4,1,1,98,0,5,1,1.0,1.0,0.0,0.0
0,1,1,104,0,5,0,1.0,1.0,0.0,0.0
10,1,1,324,0,5,0,1.0,1.0,0.0,0.0
10,1,1,291,0,5,0,1.0,1.0,0.0,0.0
4,1,1,102,0,5,1,1.0,1.0,0.0,0.0
4,1,1,105,0,5,1,1.0,1.0,0.0,0.0
5,1,1,251,0,5,1,1.0,1.0,0.0,0.0
5,1,1,144,0,5,1,1.0,1.0,0.0,0.0
10,1,1,159,0,5,0,1.0,1.0,0.0,0.0
0,1,1,108,0,5,0,1.0,1.0,0.0,0.0
10,1,1,113,0,5,0,1.0,1.0,0.0,0.0
5,1,1,386,0,5,1,1.0,1.0,0.0,0.0
5,1,1,348,0,5,1,1.0,1.0,0.0,0.0
5,1,1,48,0,5,1,1.0,1.0,0.0,0.0
4,1,1,267,0,5,1,1.0,1.0,0.0,0.0
5,1,1,334,0,5,1,1.0,1.0,0.0,0.0
3,1,1,108,0,5,0,1.0,1.0,0.0,0.0
10,1,1,152,0,5,0,1.0,1.0,0.0,0.0
0,1,1,91,0,5,0,1.0,1.0,0.0,0.0
5,1,1,351,0,5,1,1.0,1.0,0.0,0.0
4,1,1,291,0,5,1,1.0,1.0,0.0,0.0
10,1,1,19,0,5,0,1.0,1.0,0.0,0.0
10,1,1,8,0,5,0,1.0,1.0,0.0,0.0
4,1,1,45,0,5,1,1.0,1.0,0.0,0.0
10,1,1,60,0,5,0,1.0,1.0,0.0,0.0
10,1,1,46,0,5,0,1.0,1.0,0.0,0.0
10,1,1,6,0,5,0,1.0,1.0,0.0,0.0
5,1,1,66,0,5,1,1.0,1.0,0.0,0.0
3,1,1,20,0,5,0,1.0,1.0,0.0,0.0
10,1,1,13,0,5,0,1.0,1.0,0.0,0.0
0,1,1,64,0,5,0,1.0,1.0,0.0,0.0
4,1,1,249,0,5,1,1.0,1.0,0.0,0.0
0,1,1,45,0,5,0,1.0,1.0,0.0,0.0
4,1,1,46,0,5,1,1.0,1.0,0.0,0.0
5,1,1,265,0,5,1,1.0,1.0,0.0,0.0
4,1,1,71,0,5,1,1.0,1.0,0.0,0.0
5,1,1,151,0,5,1,1.0,1.0,0.0,0.0
5,1,1,244,0,5,1,1.0,1.0,0.0,0.0
10,1,1,20,0,5,0,1.0,1.0,0.0,0.0
5,1,1,46,0,5,1,1.0,1.0,0.0,0.0
10,1,1,12,0,5,0,1.0,1.0,0.0,0.0
4,1,1,114,0,5,1,1.0,1.0,0.0,0.0
4,1,1,74,0,5,1,1.0,1.0,0.0,0.0
0,1,1,76,0,5,0,1.0,1.0,0.0,0.0
4,1,1,261,0,5,1,1.0,1.0,0.0,0.0
5,1,1,71,0,5,1,1.0,1.0,0.0,0.0
4,1,1,246,0,5,1,1.0,1.0,0.0,0.0
5,1,1,72,0,5,1,1.0,1.0,0.0,0.0
5,1,1,254,0,5,1,1.0,1.0,0.0,0.0
5,1,1,69,0,5,1,1.0,1.0,0.0,0.0
5,1,1,50,0,5,1,1.0,1.0,0.0,0.0
4,1,1,73,0,5,1,1.0,1.0,0.0,0.0
4,1,1,70,0,5,1,1.0,1.0,0.0,0.0
5,1,1,68,0,5,1,1.0,1.0,0.0,0.0
5,1,1,65,0,5,1,1.0,1.0,0.0,0.0
4,1,1,126,0,5,1,1.0,1.0,0.0,0.0
10,1,1,46,0,6,0,1.0,1.0,0.0,0.0
5,1,1,45,0,5,1,1.0,1.0,0.0,0.0
4,1,1,43,0,5,1,1.0,1.0,0.0,0.0
5,1,1,43,0,5,1,1.0,1.0,0.0,0.0
5,1,1,227,0,5,1,1.0,1.0,0.0,0.0
5,1,1,54,0,5,1,1.0,1.0,0.0,0.0
5,1,1,150,0,5,1,1.0,1.0,0.0,0.0
5,1,1,236,0,5,1,1.0,1.0,0.0,0.0
5,1,1,232,0,5,1,1.0,1.0,0.0,0.0
4,1,1,44,0,5,1,1.0,1.0,0.0,0.0
5,1,1,59,0,5,1,1.0,1.0,0.0,0.0
10,1,1,62,0,5,0,1.0,1.0,0.0,0.0
4,1,1,47,0,5,1,1.0,1.0,0.0,0.0
4,1,1,33,0,5,1,1.0,1.0,0.0,0.0
5,1,1,169,0,5,1,1.0,1.0,0.0,0.0
10,1,1,253,0,5,0,1.0,1.0,0.0,0.0
5,1,1,32,0,5,1,1.0,1.0,0.0,0.0
4,1,1,278,0,5,1,1.0,1.0,0.0,0.0
10,1,1,34,0,5,0,1.0,1.0,0.0,0.0
5,1,1,311,0,5,1,1.0,1.0,0.0,0.0
4,1,1,151,0,5,1,1.0,1.0,0.0,0.0
0,1,1,78,0,5,0,1.0,1.0,0.0,0.0
5,1,1,63,0,5,1,1.0,1.0,0.0,0.0
10,1,1,14,0,5,0,1.0,1.0,0.0,0.0
5,1,1,241,0,5,1,1.0,1.0,0.0,0.0
4,1,1,68,0,5,1,1.0,1.0,0.0,0.0
10,1,1,32,0,5,0,1.0,1.0,0.0,0.0
5,1,1,239,0,5,1,1.0,1.0,0.0,0.0
0,1,1,75,0,5,0,1.0,1.0,0.0,0.0
10,1,1,352,0,5,0,1.0,1.0,0.0,0.0
5,1,1,64,0,5,1,1.0,1.0,0.0,0.0
0,1,1,94,0,5,0,1.0,1.0,0.0,0.0
5,1,1,248,0,5,1,1.0,1.0,0.0,0.0
0,1,1,85,0,5,0,1.0,1.0,0.0,0.0
10,1,1,122,0,5,0,1.0,1.0,0.0,0.0
10,1,1,94,0,5,0,1.0,1.0,0.0,0.0
4,1,1,371,0,5,1,1.0,1.0,0.0,0.0
5,1,1,231,0,5,1,1.0,1.0,0.0,0.0
5,1,1,159,0,5,1,1.0,1.0,0.0,0.0
5,1,1,33,0,5,1,1.0,1.0,0.0,0.0
4,1,1,297,0,5,1,1.0,1.0,0.0,0.0
5,1,1,240,0,5,1,1.0,1.0,0.0,0.0
10,1,1,303,0,5,0,1.0,1.0,0.0,0.0
4,1,1,366,0,5,1,1.0,1.0,0.0,0.0
4,1,1,116,0,5,1,1.0,1.0,0.0,0.0
5,1,1,245,0,5,1,1.0,1.0,0.0,0.0
5,1,1,356,0,5,1,1.0,1.0,0.0,0.0
10,1,1,35,0,5,0,1.0,1.0,0.0,0.0
0,1,1,136,0,5,0,1.0,1.0,0.0,0.0
1,1,1,59,0,5,0,1.0,1.0,0.0,0.0
4,1,1,61,0,5,1,1.0,1.0,0.0,0.0
5,1,1,259,0,5,1,1.0,1.0,0.0,0.0
4,1,1,83,0,5,1,1.0,1.0,0.0,0.0
10,1,1,150,0,5,0,1.0,1.0,0.0,0.0
4,1,1,179,0,5,1,1.0,1.0,0.0,0.0
0,1,1,70,0,5,0,1.0,1.0,0.0,0.0
4,1,1,184,0,5,1,1.0,1.0,0.0,0.0
10,1,1,49,0,5,0,1.0,1.0,0.0,0.0
4,1,1,169,0,5,1,1.0,1.0,0.0,0.0
10,1,1,317,0,5,0,1.0,1.0,0.0,0.0
0,1,1,90,0,5,0,1.0,1.0,0.0,0.0
5,1,1,247,0,5,1,1.0,1.0,0.0,0.0
5,1,1,249,0,5,1,1.0,1.0,0.0,0.0
5,1,1,161,0,5,1,1.0,1.0,0.0,0.0
5,1,1,62,0,5,1,1.0,1.0,0.0,0.0
4,1,1,177,0,5,1,1.0,1.0,0.0,0.0
